Region,Gene,TF,region_chr,region_start,region_end,locus_id,n_active_celltypes,tf_stability
chr4:121736686-121737187,ANXA5,ARID3A,4.0,121736686.0,121737187.0,AD_locus_14,9,intermediate
chr4:121696051-121696552,ANXA5,ARID3A,4.0,121696051.0,121696552.0,AD_locus_14,49,intermediate
chr4:121689908-121690409,ANXA5,ATF3,4.0,121689908.0,121690409.0,AD_locus_14,6,intermediate
chr4:121690689-121691190,ANXA5,ATF3,4.0,121690689.0,121691190.0,AD_locus_14,22,intermediate
chr4:121688643-121689144,ANXA5,ATF5,4.0,121688643.0,121689144.0,AD_locus_14,5,intermediate
chr4:121651543-121652044,ANXA5,ATF5,4.0,121651543.0,121652044.0,AD_locus_14,3,intermediate
chr4:122221288-122221789,KIAA1109,BPTF,4.0,122221288.0,122221789.0,AD_locus_14,36,intermediate
chr4:122456657-122457158,KIAA1109,BPTF,4.0,122456657.0,122457158.0,AD_locus_14,27,intermediate
chr4:121823758-121824259,EXOSC9,CEBPZ,4.0,121823758.0,121824259.0,AD_locus_14,63,not_in_TOPPLE
chr4:121943881-121944382,EXOSC9,CTCF,4.0,121943881.0,121944382.0,AD_locus_14,19,not_in_TOPPLE
chr4:121696812-121697313,EXOSC9,CTCF,4.0,121696812.0,121697313.0,AD_locus_14,61,not_in_TOPPLE
chr4:121822671-121823172,EXOSC9,CTCF,4.0,121822671.0,121823172.0,AD_locus_14,7,not_in_TOPPLE
chr4:121950150-121950651,EXOSC9,CTCF,4.0,121950150.0,121950651.0,AD_locus_14,57,not_in_TOPPLE
chr4:121900326-121900827,EXOSC9,CTCF,4.0,121900326.0,121900827.0,AD_locus_14,47,not_in_TOPPLE
chr4:121823758-121824259,TMEM155,E2F3,4.0,121823758.0,121824259.0,AD_locus_14,63,intermediate
chr4:121696812-121697313,TMEM155,E2F3,4.0,121696812.0,121697313.0,AD_locus_14,61,intermediate
chr4:121764949-121765450,TMEM155,E2F3,4.0,121764949.0,121765450.0,AD_locus_14,4,intermediate
chr4:121950911-121951412,EXOSC9,ELF1,4.0,121950911.0,121951412.0,AD_locus_14,44,intermediate
chr4:121706565-121707066,EXOSC9,ELF1,4.0,121706565.0,121707066.0,AD_locus_14,55,intermediate
chr4:121697594-121698095,EXOSC9,ELF1,4.0,121697594.0,121698095.0,AD_locus_14,30,intermediate
chr4:121951526-121952027,EXOSC9,ELF1,4.0,121951526.0,121952027.0,AD_locus_14,45,intermediate
chr4:122503140-122503641,KIAA1109,ELF1,4.0,122503140.0,122503641.0,AD_locus_14,25,intermediate
chr4:122434256-122434757,KIAA1109,ELF1,4.0,122434256.0,122434757.0,AD_locus_14,17,intermediate
chr4:122117689-122118190,KIAA1109,ELF1,4.0,122117689.0,122118190.0,AD_locus_14,27,intermediate
chr4:122152104-122152605,KIAA1109,ELF1,4.0,122152104.0,122152605.0,AD_locus_14,62,intermediate
chr4:122156772-122157273,KIAA1109,ELF1,4.0,122156772.0,122157273.0,AD_locus_14,16,intermediate
chr4:122131703-122132204,KIAA1109,ELF1,4.0,122131703.0,122132204.0,AD_locus_14,28,intermediate
chr4:122364994-122365495,KIAA1109,ELF1,4.0,122364994.0,122365495.0,AD_locus_14,20,intermediate
chr4:122458504-122459005,KIAA1109,ELF1,4.0,122458504.0,122459005.0,AD_locus_14,48,intermediate
chr4:122321866-122322367,KIAA1109,ELF1,4.0,122321866.0,122322367.0,AD_locus_14,34,intermediate
chr4:121950911-121951412,BBS7,ELF1,4.0,121950911.0,121951412.0,AD_locus_14,44,intermediate
chr4:121706565-121707066,BBS7,ELF1,4.0,121706565.0,121707066.0,AD_locus_14,55,intermediate
chr4:121951526-121952027,BBS7,ELF1,4.0,121951526.0,121952027.0,AD_locus_14,45,intermediate
chr4:121697594-121698095,BBS7,ELF1,4.0,121697594.0,121698095.0,AD_locus_14,30,intermediate
chr4:121823257-121823758,BBS7,ELF1,4.0,121823257.0,121823758.0,AD_locus_14,38,intermediate
chr4:122152669-122153170,KIAA1109,ELF2,4.0,122152669.0,122153170.0,AD_locus_14,51,not_in_TOPPLE
chr4:122321866-122322367,IL2,ELK3,4.0,122321866.0,122322367.0,AD_locus_14,34,intermediate
chr4:122434256-122434757,IL2,ELK3,4.0,122434256.0,122434757.0,AD_locus_14,17,intermediate
chr4:122578345-122578846,IL2,ELK3,4.0,122578345.0,122578846.0,AD_locus_14,58,intermediate
chr4:122540022-122540523,IL2,ELK3,4.0,122540022.0,122540523.0,AD_locus_14,27,intermediate
chr4:122456657-122457158,IL2,ELK3,4.0,122456657.0,122457158.0,AD_locus_14,27,intermediate
chr4:121822671-121823172,TMEM155,EOMES,4.0,121822671.0,121823172.0,AD_locus_14,7,intermediate
chr4:121870306-121870807,TMEM155,EOMES,4.0,121870306.0,121870807.0,AD_locus_14,63,intermediate
chr4:121783160-121783661,ANXA5,ETS2,4.0,121783160.0,121783661.0,AD_locus_14,3,intermediate
chr4:121631087-121631588,ANXA5,ETS2,4.0,121631087.0,121631588.0,AD_locus_14,1,intermediate
chr4:121811054-121811555,BBS7,FLI1,4.0,121811054.0,121811555.0,AD_locus_14,14,not_in_TOPPLE
chr4:121938626-121939127,BBS7,FLI1,4.0,121938626.0,121939127.0,AD_locus_14,21,not_in_TOPPLE
chr4:122503140-122503641,IL2,GATA3,4.0,122503140.0,122503641.0,AD_locus_14,25,intermediate
chr4:122479974-122480475,IL2,GATA3,4.0,122479974.0,122480475.0,AD_locus_14,7,intermediate
chr4:122534213-122534714,IL2,GATA3,4.0,122534213.0,122534714.0,AD_locus_14,11,intermediate
chr4:122047605-122048106,TRPC3,GFI1,4.0,122047605.0,122048106.0,AD_locus_14,5,intermediate
chr4:121938626-121939127,TRPC3,GFI1,4.0,121938626.0,121939127.0,AD_locus_14,21,intermediate
chr4:121925891-121926392,TRPC3,GFI1,4.0,121925891.0,121926392.0,AD_locus_14,3,intermediate
chr4:121977791-121978292,BBS7,IKZF1,4.0,121977791.0,121978292.0,AD_locus_14,34,intermediate
chr4:121950911-121951412,TRPC3,IKZF3,4.0,121950911.0,121951412.0,AD_locus_14,44,intermediate
chr4:121951526-121952027,TRPC3,IKZF3,4.0,121951526.0,121952027.0,AD_locus_14,45,intermediate
chr4:122003238-122003739,KIAA1109,IRF3,4.0,122003238.0,122003739.0,AD_locus_14,55,not_in_TOPPLE
chr4:121950150-121950651,BBS7,KLF13,4.0,121950150.0,121950651.0,AD_locus_14,57,not_in_TOPPLE
chr4:122508024-122508525,IL2,LEF1,4.0,122508024.0,122508525.0,AD_locus_14,16,destabilizer
chr4:122602496-122602997,IL2,LEF1,4.0,122602496.0,122602997.0,AD_locus_14,21,destabilizer
chr4:122532716-122533217,IL2,MAF,4.0,122532716.0,122533217.0,AD_locus_14,10,stabilizer
chr4:122576782-122577283,IL21,MAF,4.0,122576782.0,122577283.0,AD_locus_14,2,stabilizer
chr4:122532716-122533217,IL21,MAF,4.0,122532716.0,122533217.0,AD_locus_14,10,stabilizer
chr4:122540022-122540523,IL21,MAF,4.0,122540022.0,122540523.0,AD_locus_14,27,stabilizer
chr4:121953824-121954325,EXOSC9,MAZ,4.0,121953824.0,121954325.0,AD_locus_14,1,stabilizer
chr4:121900326-121900827,BBS7,MBD2,4.0,121900326.0,121900827.0,AD_locus_14,47,stabilizer
chr4:122003238-122003739,BBS7,MBD2,4.0,122003238.0,122003739.0,AD_locus_14,55,stabilizer
chr4:121915794-121916295,EXOSC9,NFATC3,4.0,121915794.0,121916295.0,AD_locus_14,1,intermediate
chr4:122542828-122543329,IL2,PRDM1,4.0,122542828.0,122543329.0,AD_locus_14,2,intermediate
chr4:121776204-121776705,TRPC3,RUNX3,4.0,121776204.0,121776705.0,AD_locus_14,6,intermediate
chr4:121811054-121811555,TRPC3,RUNX3,4.0,121811054.0,121811555.0,AD_locus_14,14,intermediate
chr4:121776755-121777256,TRPC3,RUNX3,4.0,121776755.0,121777256.0,AD_locus_14,9,intermediate
chr4:121822671-121823172,ANXA5,RXRA,4.0,121822671.0,121823172.0,AD_locus_14,7,intermediate
chr4:122508024-122508525,IL21,SMAD3,4.0,122508024.0,122508525.0,AD_locus_14,16,intermediate
chr4:122503140-122503641,IL21,SMAD3,4.0,122503140.0,122503641.0,AD_locus_14,25,intermediate
chr4:121943881-121944382,BBS7,SP3,4.0,121943881.0,121944382.0,AD_locus_14,19,not_in_TOPPLE
chr4:121776204-121776705,BBS7,STAT6,4.0,121776204.0,121776705.0,AD_locus_14,6,intermediate
chr4:121687997-121688498,ANXA5,STAT6,4.0,121687997.0,121688498.0,AD_locus_14,1,intermediate
chr4:121977791-121978292,TRPC3,TBX21,4.0,121977791.0,121978292.0,AD_locus_14,34,intermediate
chr4:122003238-122003739,TRPC3,TBX21,4.0,122003238.0,122003739.0,AD_locus_14,55,intermediate
chr4:121950150-121950651,TRPC3,TBX21,4.0,121950150.0,121950651.0,AD_locus_14,57,intermediate
chr4:121943881-121944382,TRPC3,TBX21,4.0,121943881.0,121944382.0,AD_locus_14,19,intermediate
chr4:122602496-122602997,BBS12,ZNF131,4.0,122602496.0,122602997.0,AD_locus_14,21,not_in_TOPPLE
chr14:35161198-35161699,PPP2R3C,ADNP,14.0,35161198.0,35161699.0,AD_locus_15,26,not_in_TOPPLE
chr14:35331593-35332094,NFKBIA,ATF3,14.0,35331593.0,35332094.0,AD_locus_15,9,intermediate
chr14:34781180-34781681,BAZ1A,ATF4,14.0,34781180.0,34781681.0,AD_locus_15,16,stabilizer
chr14:35205682-35206183,FAM177A1,ATF4,14.0,35205682.0,35206183.0,AD_locus_15,12,stabilizer
chr14:35400077-35400578,NFKBIA,ATF4,14.0,35400077.0,35400578.0,AD_locus_15,2,stabilizer
chr14:35196965-35197466,PSMA6,BATF,14.0,35196965.0,35197466.0,AD_locus_15,30,stabilizer
chr14:35390965-35391466,PSMA6,BATF,14.0,35390965.0,35391466.0,AD_locus_15,43,stabilizer
chr14:35416797-35417298,RALGAPA1,BCL11B,14.0,35416797.0,35417298.0,AD_locus_15,58,stabilizer
chr14:35136223-35136724,PPP2R3C,CEBPG,14.0,35136223.0,35136724.0,AD_locus_15,9,not_in_TOPPLE
chr14:35233139-35233640,PPP2R3C,CEBPG,14.0,35233139.0,35233640.0,AD_locus_15,6,not_in_TOPPLE
chr14:34935490-34935991,PPP2R3C,CEBPG,14.0,34935490.0,34935991.0,AD_locus_15,11,not_in_TOPPLE
chr14:35285385-35285886,PSMA6,CEBPG,14.0,35285385.0,35285886.0,AD_locus_15,60,not_in_TOPPLE
chr14:35223082-35223583,PSMA6,CREB3,14.0,35223082.0,35223583.0,AD_locus_15,39,not_in_TOPPLE
chr14:34693034-34693535,SNX6,CTCF,14.0,34693034.0,34693535.0,AD_locus_15,29,not_in_TOPPLE
chr14:35375504-35376005,NFKBIA,DDIT3,14.0,35375504.0,35376005.0,AD_locus_15,14,not_in_TOPPLE
chr14:35399041-35399542,NFKBIA,EGR1,14.0,35399041.0,35399542.0,AD_locus_15,7,stabilizer
chr14:35398166-35398667,NFKBIA,EGR1,14.0,35398166.0,35398667.0,AD_locus_15,20,stabilizer
chr14:35336613-35337114,NFKBIA,EGR1,14.0,35336613.0,35337114.0,AD_locus_15,17,stabilizer
chr14:35200997-35201498,PRORP,ELF1,14.0,35200997.0,35201498.0,AD_locus_15,21,intermediate
chr14:35203896-35204397,PRORP,ELF1,14.0,35203896.0,35204397.0,AD_locus_15,40,intermediate
chr14:35404591-35405092,PRORP,ELF1,14.0,35404591.0,35405092.0,AD_locus_15,63,intermediate
chr14:35301682-35302183,PRORP,ELF1,14.0,35301682.0,35302183.0,AD_locus_15,16,intermediate
chr14:35416034-35416535,PRORP,ELF1,14.0,35416034.0,35416535.0,AD_locus_15,53,intermediate
chr14:35240178-35240679,PRORP,ELF1,14.0,35240178.0,35240679.0,AD_locus_15,29,intermediate
chr14:35240178-35240679,FAM177A1,ELF1,14.0,35240178.0,35240679.0,AD_locus_15,29,intermediate
chr14:35045498-35045999,FAM177A1,ELF1,14.0,35045498.0,35045999.0,AD_locus_15,63,intermediate
chr14:35203896-35204397,FAM177A1,ELF1,14.0,35203896.0,35204397.0,AD_locus_15,40,intermediate
chr14:35200997-35201498,FAM177A1,ELF1,14.0,35200997.0,35201498.0,AD_locus_15,21,intermediate
chr14:35155964-35156465,FAM177A1,ELF1,14.0,35155964.0,35156465.0,AD_locus_15,36,intermediate
chr14:34930398-34930899,FAM177A1,ELF1,14.0,34930398.0,34930899.0,AD_locus_15,52,intermediate
chr14:34931117-34931618,FAM177A1,ELF1,14.0,34931117.0,34931618.0,AD_locus_15,61,intermediate
chr14:35416034-35416535,RALGAPA1,ELF1,14.0,35416034.0,35416535.0,AD_locus_15,53,intermediate
chr14:35403260-35403761,RALGAPA1,ELF1,14.0,35403260.0,35403761.0,AD_locus_15,61,intermediate
chr14:35439241-35439742,RALGAPA1,ELF1,14.0,35439241.0,35439742.0,AD_locus_15,9,intermediate
chr14:34742404-34742905,SNX6,ELF1,14.0,34742404.0,34742905.0,AD_locus_15,21,intermediate
chr14:34857642-34858143,CFL2,ELF1,14.0,34857642.0,34858143.0,AD_locus_15,56,intermediate
chr14:34785181-34785682,CFL2,ELF1,14.0,34785181.0,34785682.0,AD_locus_15,11,intermediate
chr14:34792584-34793085,BAZ1A,ELF2,14.0,34792584.0,34793085.0,AD_locus_15,7,not_in_TOPPLE
chr14:34935490-34935991,BAZ1A,ELF2,14.0,34935490.0,34935991.0,AD_locus_15,11,not_in_TOPPLE
chr14:34920810-34921311,BAZ1A,ELF2,14.0,34920810.0,34921311.0,AD_locus_15,6,not_in_TOPPLE
chr14:34861500-34862001,BAZ1A,ELF2,14.0,34861500.0,34862001.0,AD_locus_15,5,not_in_TOPPLE
chr14:35020657-35021158,PPP2R3C,ELF4,14.0,35020657.0,35021158.0,AD_locus_15,8,not_in_TOPPLE
chr14:35234342-35234843,PPP2R3C,ELF4,14.0,35234342.0,35234843.0,AD_locus_15,9,not_in_TOPPLE
chr14:35155964-35156465,PPP2R3C,ELF4,14.0,35155964.0,35156465.0,AD_locus_15,36,not_in_TOPPLE
chr14:35202245-35202746,PPP2R3C,ELF4,14.0,35202245.0,35202746.0,AD_locus_15,10,not_in_TOPPLE
chr14:35072176-35072677,PPP2R3C,ELF4,14.0,35072176.0,35072677.0,AD_locus_15,3,not_in_TOPPLE
chr14:35232379-35232880,PPP2R3C,ELF4,14.0,35232379.0,35232880.0,AD_locus_15,9,not_in_TOPPLE
chr14:35234342-35234843,PSMA6,ELF4,14.0,35234342.0,35234843.0,AD_locus_15,9,not_in_TOPPLE
chr14:35332916-35333417,PSMA6,ELF4,14.0,35332916.0,35333417.0,AD_locus_15,40,not_in_TOPPLE
chr14:35202245-35202746,PSMA6,ELF4,14.0,35202245.0,35202746.0,AD_locus_15,10,not_in_TOPPLE
chr14:35336613-35337114,PSMA6,ELF4,14.0,35336613.0,35337114.0,AD_locus_15,17,not_in_TOPPLE
chr14:35300664-35301165,PSMA6,ELF4,14.0,35300664.0,35301165.0,AD_locus_15,8,not_in_TOPPLE
chr14:35223082-35223583,PRORP,ETS1,14.0,35223082.0,35223583.0,AD_locus_15,39,stabilizer
chr14:35254752-35255253,PSMA6,FLI1,14.0,35254752.0,35255253.0,AD_locus_15,20,not_in_TOPPLE
chr14:35223082-35223583,PPP2R3C,FLI1,14.0,35223082.0,35223583.0,AD_locus_15,39,not_in_TOPPLE
chr14:35254752-35255253,PPP2R3C,FLI1,14.0,35254752.0,35255253.0,AD_locus_15,20,not_in_TOPPLE
chr14:35072176-35072677,SRP54,FLI1,14.0,35072176.0,35072677.0,AD_locus_15,3,not_in_TOPPLE
chr14:35297587-35298088,NFKBIA,FOS,14.0,35297587.0,35298088.0,AD_locus_15,7,intermediate
chr14:35334418-35334919,NFKBIA,FOS,14.0,35334418.0,35334919.0,AD_locus_15,9,intermediate
chr14:35366096-35366597,NFKBIA,FOS,14.0,35366096.0,35366597.0,AD_locus_15,24,intermediate
chr14:35352755-35353256,NFKBIA,FOSB,14.0,35352755.0,35353256.0,AD_locus_15,8,stabilizer
chr14:34715278-34715779,SNX6,IKZF1,14.0,34715278.0,34715779.0,AD_locus_15,8,intermediate
chr14:35395203-35395704,NFKBIA,IRF1,14.0,35395203.0,35395704.0,AD_locus_15,11,intermediate
chr14:35298276-35298777,NFKBIA,IRF1,14.0,35298276.0,35298777.0,AD_locus_15,9,intermediate
chr14:35332098-35332599,NFKBIA,IRF1,14.0,35332098.0,35332599.0,AD_locus_15,26,intermediate
chr14:35254752-35255253,NFKBIA,IRF1,14.0,35254752.0,35255253.0,AD_locus_15,20,intermediate
chr14:35533772-35534273,RALGAPA1,IRF3,14.0,35533772.0,35534273.0,AD_locus_15,55,not_in_TOPPLE
chr14:35223082-35223583,FAM177A1,KAT7,14.0,35223082.0,35223583.0,AD_locus_15,39,not_in_TOPPLE
chr14:34982993-34983494,FAM177A1,KAT7,14.0,34982993.0,34983494.0,AD_locus_15,62,not_in_TOPPLE
chr14:34982993-34983494,PRORP,KLF12,14.0,34982993.0,34983494.0,AD_locus_15,62,intermediate
chr14:34741167-34741668,SNX6,KLF13,14.0,34741167.0,34741668.0,AD_locus_15,9,not_in_TOPPLE
chr14:35196965-35197466,FAM177A1,KLF13,14.0,35196965.0,35197466.0,AD_locus_15,30,not_in_TOPPLE
chr14:34693034-34693535,CFL2,KLF13,14.0,34693034.0,34693535.0,AD_locus_15,29,not_in_TOPPLE
chr14:34741167-34741668,CFL2,KLF13,14.0,34741167.0,34741668.0,AD_locus_15,9,not_in_TOPPLE
chr14:34714002-34714503,CFL2,KLF13,14.0,34714002.0,34714503.0,AD_locus_15,56,not_in_TOPPLE
chr14:35333764-35334265,PRORP,MAX,14.0,35333764.0,35334265.0,AD_locus_15,40,stabilizer
chr14:34742404-34742905,BAZ1A,NFIC,14.0,34742404.0,34742905.0,AD_locus_15,21,stabilizer
chr14:35161198-35161699,FAM177A1,RELA,14.0,35161198.0,35161699.0,AD_locus_15,26,not_in_TOPPLE
chr14:34966381-34966882,FAM177A1,RELA,14.0,34966381.0,34966882.0,AD_locus_15,9,not_in_TOPPLE
chr14:34743731-34744232,BAZ1A,STAT6,14.0,34743731.0,34744232.0,AD_locus_15,7,intermediate
chr14:34741782-34742283,SNX6,STAT6,14.0,34741782.0,34742283.0,AD_locus_15,33,intermediate
chr1:172658831-172659332,FASLG,BHLHE40,1.0,172658831.0,172659332.0,AD_locus_16,41,intermediate
chr1:172629959-172630460,FASLG,BNC2,1.0,172629959.0,172630460.0,AD_locus_16,11,intermediate
chr1:172394001-172394502,SUCO,BPTF,1.0,172394001.0,172394502.0,AD_locus_16,57,intermediate
chr1:172708415-172708916,SUCO,BPTF,1.0,172708415.0,172708916.0,AD_locus_16,39,intermediate
chr1:172380710-172381211,PIGC,ELF1,1.0,172380710.0,172381211.0,AD_locus_16,52,intermediate
chr1:172394001-172394502,PIGC,ELF1,1.0,172394001.0,172394502.0,AD_locus_16,57,intermediate
chr1:172399294-172399795,PIGC,ELF1,1.0,172399294.0,172399795.0,AD_locus_16,41,intermediate
chr1:172375143-172375644,PIGC,ELF1,1.0,172375143.0,172375644.0,AD_locus_16,30,intermediate
chr1:172399294-172399795,SUCO,ELF1,1.0,172399294.0,172399795.0,AD_locus_16,41,intermediate
chr1:172429282-172429783,PIGC,ELK1,1.0,172429282.0,172429783.0,AD_locus_16,48,not_in_TOPPLE
chr1:172399294-172399795,DNM3,ELK4,1.0,172399294.0,172399795.0,AD_locus_16,41,intermediate
chr1:172380710-172381211,DNM3,ELK4,1.0,172380710.0,172381211.0,AD_locus_16,52,intermediate
chr1:172394001-172394502,DNM3,ELK4,1.0,172394001.0,172394502.0,AD_locus_16,57,intermediate
chr1:172781423-172781924,FASLG,EOMES,1.0,172781423.0,172781924.0,AD_locus_16,9,intermediate
chr1:172639966-172640467,FASLG,EOMES,1.0,172639966.0,172640467.0,AD_locus_16,5,intermediate
chr1:172679279-172679780,FASLG,EOMES,1.0,172679279.0,172679780.0,AD_locus_16,11,intermediate
chr1:172675192-172675693,FASLG,EOMES,1.0,172675192.0,172675693.0,AD_locus_16,35,intermediate
chr1:172703944-172704445,FASLG,EOMES,1.0,172703944.0,172704445.0,AD_locus_16,15,intermediate
chr1:172646954-172647455,FASLG,EOMES,1.0,172646954.0,172647455.0,AD_locus_16,36,intermediate
chr1:172700458-172700959,FASLG,EOMES,1.0,172700458.0,172700959.0,AD_locus_16,1,intermediate
chr1:172682812-172683313,FASLG,GFI1,1.0,172682812.0,172683313.0,AD_locus_16,13,intermediate
chr1:172375143-172375644,DNM3,IRF3,1.0,172375143.0,172375644.0,AD_locus_16,30,not_in_TOPPLE
chr1:173331104-173331605,PRDX6,NFKB1,1.0,173331104.0,173331605.0,AD_locus_16,36,not_in_TOPPLE
chr1:172431842-172432343,SUCO,NR3C1,1.0,172431842.0,172432343.0,AD_locus_16,18,not_in_TOPPLE
chr1:172704450-172704951,FASLG,RUNX3,1.0,172704450.0,172704951.0,AD_locus_16,4,intermediate
chr1:172676755-172677256,FASLG,RUNX3,1.0,172676755.0,172677256.0,AD_locus_16,1,intermediate
chr1:172596688-172597189,SUCO,SMAD4,1.0,172596688.0,172597189.0,AD_locus_16,15,intermediate
chr1:172697406-172697907,FASLG,TBX21,1.0,172697406.0,172697907.0,AD_locus_16,59,intermediate
chr1:172429282-172429783,SUCO,YY1,1.0,172429282.0,172429783.0,AD_locus_16,48,not_in_TOPPLE
chr1:172627691-172628192,SUCO,YY1,1.0,172627691.0,172628192.0,AD_locus_16,26,not_in_TOPPLE
chr1:172427219-172427720,PIGC,YY1,1.0,172427219.0,172427720.0,AD_locus_16,25,not_in_TOPPLE
chr1:172727961-172728462,FASLG,PLAG1,1.0,172727961.0,172728462.0,AD_locus_16,59,destabilizer
chr12:54526888-54527389,NCKAP1L,ARID3A,12.0,54526888.0,54527389.0,AD_locus_17,15,intermediate
chr12:54561190-54561691,NCKAP1L,ARID3A,12.0,54561190.0,54561691.0,AD_locus_17,4,intermediate
chr12:54504764-54505265,NCKAP1L,ARID3A,12.0,54504764.0,54505265.0,AD_locus_17,10,intermediate
chr12:54561190-54561691,PDE1B,ARID3A,12.0,54561190.0,54561691.0,AD_locus_17,4,intermediate
chr12:54719606-54720107,PDE1B,ARID3A,12.0,54719606.0,54720107.0,AD_locus_17,17,intermediate
chr12:54504764-54505265,PDE1B,ARID3A,12.0,54504764.0,54505265.0,AD_locus_17,10,intermediate
chr12:54526888-54527389,PDE1B,ARID3A,12.0,54526888.0,54527389.0,AD_locus_17,15,intermediate
chr12:54712663-54713164,PDE1B,ATF4,12.0,54712663.0,54713164.0,AD_locus_17,1,stabilizer
chr12:54526888-54527389,ZNF385A,CEBPA,12.0,54526888.0,54527389.0,AD_locus_17,15,intermediate
chr12:54716320-54716821,PDE1B,CEBPB,12.0,54716320.0,54716821.0,AD_locus_17,12,intermediate
chr12:54708780-54709281,PDE1B,CEBPB,12.0,54708780.0,54709281.0,AD_locus_17,14,intermediate
chr12:54502462-54502963,PDE1B,CEBPB,12.0,54502462.0,54502963.0,AD_locus_17,2,intermediate
chr12:54991290-54991791,TESPA1,ETS1,12.0,54991290.0,54991791.0,AD_locus_17,42,stabilizer
chr12:54977846-54978347,TESPA1,ETS1,12.0,54977846.0,54978347.0,AD_locus_17,24,stabilizer
chr12:54984542-54985043,TESPA1,ETS1,12.0,54984542.0,54985043.0,AD_locus_17,62,stabilizer
chr12:54967388-54967889,TESPA1,ETS1,12.0,54967388.0,54967889.0,AD_locus_17,12,stabilizer
chr12:54991895-54992396,TESPA1,ETS1,12.0,54991895.0,54992396.0,AD_locus_17,19,stabilizer
chr12:54968332-54968833,TESPA1,ETS1,12.0,54968332.0,54968833.0,AD_locus_17,22,stabilizer
chr12:54935202-54935703,TESPA1,ETS1,12.0,54935202.0,54935703.0,AD_locus_17,45,stabilizer
chr12:54704128-54704629,PDE1B,ETV6,12.0,54704128.0,54704629.0,AD_locus_17,10,intermediate
chr12:54549214-54549715,ITGA5,KLF13,12.0,54549214.0,54549715.0,AD_locus_17,58,not_in_TOPPLE
chr12:54980285-54980786,TESPA1,KLF7,12.0,54980285.0,54980786.0,AD_locus_17,10,intermediate
chr12:55068397-55068898,TESPA1,KLF7,12.0,55068397.0,55068898.0,AD_locus_17,46,intermediate
chr12:54983524-54984025,TESPA1,KLF7,12.0,54983524.0,54984025.0,AD_locus_17,2,intermediate
chr12:55072010-55072511,TESPA1,KLF9,12.0,55072010.0,55072511.0,AD_locus_17,52,stabilizer
chr12:55072986-55073487,TESPA1,LEF1,12.0,55072986.0,55073487.0,AD_locus_17,53,destabilizer
chr12:54475459-54475960,NCKAP1L,NFE2L1,12.0,54475459.0,54475960.0,AD_locus_17,8,not_in_TOPPLE
chr12:54473379-54473880,GTSF1,TFDP1,12.0,54473379.0,54473880.0,AD_locus_17,37,not_in_TOPPLE
chr18:63975043-63975544,SERPINB8,ARID3A,18.0,63975043.0,63975544.0,AD_locus_18,7,intermediate
chr18:63892492-63892993,SERPINB8,ARID3A,18.0,63892492.0,63892993.0,AD_locus_18,9,intermediate
chr18:63928302-63928803,SERPINB8,ARID3A,18.0,63928302.0,63928803.0,AD_locus_18,11,intermediate
chr18:63834501-63835002,SERPINB8,BACH1,18.0,63834501.0,63835002.0,AD_locus_18,6,intermediate
chr18:63869367-63869868,SERPINB10,CEBPE,18.0,63869367.0,63869868.0,AD_locus_18,10,not_in_TOPPLE
chr18:63887361-63887862,SERPINB10,CEBPE,18.0,63887361.0,63887862.0,AD_locus_18,10,not_in_TOPPLE
chr18:63894066-63894567,SERPINB10,CEBPE,18.0,63894066.0,63894567.0,AD_locus_18,1,not_in_TOPPLE
chr18:63849975-63850476,SERPINB10,CEBPE,18.0,63849975.0,63850476.0,AD_locus_18,10,not_in_TOPPLE
chr18:63892492-63892993,SERPINB10,CEBPE,18.0,63892492.0,63892993.0,AD_locus_18,9,not_in_TOPPLE
chr18:63860554-63861055,SERPINB10,CEBPE,18.0,63860554.0,63861055.0,AD_locus_18,6,not_in_TOPPLE
chr18:63889578-63890079,SERPINB8,CUX1,18.0,63889578.0,63890079.0,AD_locus_18,13,intermediate
chr18:63953730-63954231,SERPINB8,ETV6,18.0,63953730.0,63954231.0,AD_locus_18,1,intermediate
chr18:63961332-63961833,SERPINB8,ETV6,18.0,63961332.0,63961833.0,AD_locus_18,9,intermediate
chr18:63981047-63981548,SERPINB8,ETV6,18.0,63981047.0,63981548.0,AD_locus_18,15,intermediate
chr18:63937821-63938322,SERPINB8,ETV6,18.0,63937821.0,63938322.0,AD_locus_18,1,intermediate
chr18:63930721-63931222,SERPINB8,ETV6,18.0,63930721.0,63931222.0,AD_locus_18,8,intermediate
chr18:63975580-63976081,SERPINB8,ETV6,18.0,63975580.0,63976081.0,AD_locus_18,21,intermediate
chr18:63869367-63869868,SERPINB2,FOS,18.0,63869367.0,63869868.0,AD_locus_18,10,intermediate
chr18:63859693-63860194,SERPINB2,FOS,18.0,63859693.0,63860194.0,AD_locus_18,9,intermediate
chr18:63788391-63788892,SERPINB2,FOS,18.0,63788391.0,63788892.0,AD_locus_18,25,intermediate
chr18:63962091-63962592,SERPINB2,FOS,18.0,63962091.0,63962592.0,AD_locus_18,6,intermediate
chr18:63908837-63909338,SERPINB2,FOS,18.0,63908837.0,63909338.0,AD_locus_18,7,intermediate
chr18:63936050-63936551,SERPINB2,FOS,18.0,63936050.0,63936551.0,AD_locus_18,60,intermediate
chr18:63894066-63894567,SERPINB2,FOS,18.0,63894066.0,63894567.0,AD_locus_18,1,intermediate
chr18:63921987-63922488,SERPINB2,FOS,18.0,63921987.0,63922488.0,AD_locus_18,8,intermediate
